order_id,date,time,Time_slots
147,03-01-2015,14:32:51,14-15
148,03-01-2015,14:40:42,14-15
149,03-01-2015,14:48:45,14-15
150,03-01-2015,14:49:58,14-15
151,03-01-2015,15:09:34,15-16
152,03-01-2015,15:09:42,15-16
153,03-01-2015,15:16:34,15-16
154,03-01-2015,15:22:43,15-16
155,03-01-2015,15:28:59,15-16
156,03-01-2015,15:42:19,15-16
157,03-01-2015,15:43:03,15-16
158,03-01-2015,15:54:30,15-16
159,03-01-2015,15:59:22,15-16
160,03-01-2015,16:35:33,16-17
161,03-01-2015,16:43:46,16-17
162,03-01-2015,16:51:22,16-17
163,03-01-2015,16:54:54,16-17
164,03-01-2015,16:56:33,16-17
165,03-01-2015,16:57:37,16-17
166,03-01-2015,16:58:51,16-17
167,03-01-2015,17:00:49,17-18
168,03-01-2015,17:02:27,17-18
169,03-01-2015,17:15:48,17-18
170,03-01-2015,17:21:31,17-18
171,03-01-2015,17:23:03,17-18
172,03-01-2015,17:29:24,17-18
173,03-01-2015,17:35:30,17-18
174,03-01-2015,17:37:49,17-18
175,03-01-2015,17:50:51,17-18
176,03-01-2015,17:51:57,17-18
177,03-01-2015,17:54:36,17-18
178,03-01-2015,18:15:03,18-19
179,03-01-2015,18:20:14,18-19
180,03-01-2015,18:33:34,18-19
181,03-01-2015,18:49:32,18-19
182,03-01-2015,18:50:10,18-19
183,03-01-2015,18:54:55,18-19
184,03-01-2015,18:59:05,18-19
185,03-01-2015,19:08:33,19-20
186,03-01-2015,19:36:00,19-20
187,03-01-2015,19:37:12,19-20
188,03-01-2015,20:08:39,20-21
189,03-01-2015,20:12:14,20-21
190,03-01-2015,20:14:23,20-21
191,03-01-2015,20:24:50,20-21
192,03-01-2015,20:30:08,20-21
193,03-01-2015,20:55:47,20-21
194,03-01-2015,21:21:24,21-22
195,03-01-2015,21:25:20,21-22
196,03-01-2015,21:40:14,21-22
197,03-01-2015,21:47:48,21-22
198,03-01-2015,21:55:42,21-22
199,03-01-2015,22:10:38,22-23
200,03-01-2015,22:24:05,22-23
201,03-01-2015,22:29:59,22-23
202,03-01-2015,22:50:29,22-23
203,04-01-2015,11:30:48,11-12
204,04-01-2015,11:36:25,11-12
205,04-01-2015,11:43:54,11-12
206,04-01-2015,11:45:10,11-12
207,04-01-2015,12:03:58,12-13
208,04-01-2015,12:12:05,12-13
209,04-01-2015,12:29:17,12-13
210,04-01-2015,12:34:13,12-13
211,04-01-2015,12:54:20,12-13
212,04-01-2015,13:16:03,13-14
213,04-01-2015,13:20:39,13-14
214,04-01-2015,13:39:16,13-14
215,04-01-2015,13:44:49,13-14
216,04-01-2015,14:31:56,14-15
217,04-01-2015,14:35:03,14-15
218,04-01-2015,14:35:11,14-15
219,04-01-2015,14:42:01,14-15
220,04-01-2015,15:31:59,15-16
221,04-01-2015,15:33:18,15-16
222,04-01-2015,15:46:38,15-16
223,04-01-2015,16:08:20,16-17
224,04-01-2015,16:39:58,16-17
225,04-01-2015,16:41:48,16-17
226,04-01-2015,16:59:39,16-17
227,04-01-2015,17:24:39,17-18
228,04-01-2015,17:31:24,17-18
229,04-01-2015,17:37:57,17-18
230,04-01-2015,17:58:38,17-18
231,04-01-2015,18:04:18,18-19
232,04-01-2015,18:21:59,18-19
233,04-01-2015,18:26:51,18-19
234,04-01-2015,18:36:09,18-19
235,04-01-2015,18:51:30,18-19
236,04-01-2015,19:21:04,19-20
237,04-01-2015,19:27:48,19-20
238,04-01-2015,19:45:15,19-20
239,04-01-2015,19:57:52,19-20
240,04-01-2015,20:10:24,20-21
241,04-01-2015,20:11:25,20-21
242,04-01-2015,20:15:29,20-21
243,04-01-2015,20:26:17,20-21
244,04-01-2015,20:26:22,20-21
245,04-01-2015,20:28:41,20-21
246,04-01-2015,20:30:48,20-21
247,04-01-2015,20:55:29,20-21
248,04-01-2015,20:58:19,20-21
249,04-01-2015,21:06:16,21-22
250,04-01-2015,21:07:05,21-22
251,04-01-2015,21:10:05,21-22
252,04-01-2015,22:13:15,22-23
253,04-01-2015,22:16:18,22-23
254,04-01-2015,22:22:13,22-23
255,05-01-2015,11:23:35,11-12
256,05-01-2015,11:56:06,11-12
257,05-01-2015,11:59:04,11-12
258,05-01-2015,11:59:23,11-12
259,05-01-2015,12:04:25,12-13
260,05-01-2015,12:06:27,12-13
261,05-01-2015,12:38:29,12-13
262,05-01-2015,12:42:01,12-13
263,05-01-2015,12:57:22,12-13
264,05-01-2015,13:03:59,13-14
265,05-01-2015,13:04:42,13-14
266,05-01-2015,13:09:29,13-14
267,05-01-2015,13:37:50,13-14
268,05-01-2015,13:40:46,13-14
269,05-01-2015,13:49:34,13-14
270,05-01-2015,14:09:02,14-15
271,05-01-2015,14:22:19,14-15
272,05-01-2015,14:24:05,14-15
273,05-01-2015,14:28:00,14-15
274,05-01-2015,14:36:33,14-15
275,05-01-2015,14:38:14,14-15
276,05-01-2015,15:18:18,15-16
277,05-01-2015,15:41:50,15-16
278,05-01-2015,15:49:21,15-16
279,05-01-2015,16:07:03,16-17
280,05-01-2015,16:20:23,16-17
281,05-01-2015,16:33:48,16-17
282,05-01-2015,16:49:38,16-17
283,05-01-2015,16:51:43,16-17
284,05-01-2015,16:58:16,16-17
285,05-01-2015,16:58:38,16-17
286,05-01-2015,17:01:23,17-18
287,05-01-2015,17:30:09,17-18
288,05-01-2015,17:32:44,17-18
289,05-01-2015,17:36:23,17-18
290,05-01-2015,17:41:16,17-18
291,05-01-2015,17:44:39,17-18
292,05-01-2015,17:48:59,17-18
293,05-01-2015,17:58:38,17-18
294,05-01-2015,18:16:35,18-19
295,05-01-2015,18:20:12,18-19
296,05-01-2015,18:46:54,18-19
297,05-01-2015,19:02:18,19-20
298,05-01-2015,19:10:36,19-20
299,05-01-2015,19:34:31,19-20
300,05-01-2015,19:42:54,19-20
301,05-01-2015,19:45:58,19-20
302,05-01-2015,19:57:37,19-20
303,05-01-2015,20:02:51,20-21
304,05-01-2015,20:07:58,20-21
305,05-01-2015,20:35:40,20-21
306,05-01-2015,20:37:40,20-21
307,05-01-2015,21:45:38,21-22
308,05-01-2015,21:59:46,21-22
309,06-01-2015,11:39:06,11-12
310,06-01-2015,11:40:48,11-12
311,06-01-2015,11:57:27,11-12
312,06-01-2015,12:05:21,12-13
313,06-01-2015,12:09:09,12-13
314,06-01-2015,12:11:58,12-13
315,06-01-2015,12:17:40,12-13
316,06-01-2015,12:29:34,12-13
317,06-01-2015,12:31:00,12-13
318,06-01-2015,12:45:14,12-13
319,06-01-2015,12:46:22,12-13
320,06-01-2015,12:46:40,12-13
321,06-01-2015,12:56:21,12-13
322,06-01-2015,13:02:13,13-14
323,06-01-2015,13:05:33,13-14
324,06-01-2015,13:06:44,13-14
325,06-01-2015,13:07:32,13-14
326,06-01-2015,13:10:13,13-14
327,06-01-2015,13:10:54,13-14
328,06-01-2015,13:16:35,13-14
329,06-01-2015,13:22:44,13-14
330,06-01-2015,13:27:11,13-14
331,06-01-2015,13:43:30,13-14
332,06-01-2015,14:12:01,14-15
333,06-01-2015,14:16:36,14-15
334,06-01-2015,14:24:18,14-15
335,06-01-2015,14:24:47,14-15
336,06-01-2015,14:51:41,14-15
337,06-01-2015,15:03:12,15-16
338,06-01-2015,15:18:26,15-16
339,06-01-2015,15:25:13,15-16
340,06-01-2015,15:35:32,15-16
341,06-01-2015,15:35:47,15-16
342,06-01-2015,15:44:12,15-16
343,06-01-2015,15:45:37,15-16
344,06-01-2015,16:01:11,16-17
345,06-01-2015,16:01:47,16-17
346,06-01-2015,16:30:00,16-17
347,06-01-2015,16:37:17,16-17
348,06-01-2015,16:49:12,16-17
349,06-01-2015,17:25:58,17-18
350,06-01-2015,17:37:05,17-18
351,06-01-2015,17:37:29,17-18
352,06-01-2015,17:45:48,17-18
353,06-01-2015,17:59:48,17-18
354,06-01-2015,18:01:44,18-19
355,06-01-2015,18:14:45,18-19
356,06-01-2015,18:16:05,18-19
357,06-01-2015,18:27:58,18-19
358,06-01-2015,18:30:12,18-19
359,06-01-2015,18:33:08,18-19
360,06-01-2015,18:50:38,18-19
361,06-01-2015,19:12:38,19-20
362,06-01-2015,19:13:36,19-20
363,06-01-2015,19:20:31,19-20
364,06-01-2015,19:27:24,19-20
365,06-01-2015,19:37:26,19-20
366,06-01-2015,20:04:20,20-21
367,06-01-2015,20:05:12,20-21
368,06-01-2015,20:28:16,20-21
369,06-01-2015,20:30:06,20-21
370,06-01-2015,21:02:30,21-22
371,06-01-2015,21:15:20,21-22
372,06-01-2015,22:26:59,22-23
373,07-01-2015,11:45:18,11-12
374,07-01-2015,11:55:59,11-12
375,07-01-2015,11:58:36,11-12
376,07-01-2015,12:01:17,12-13
377,07-01-2015,12:03:18,12-13
378,07-01-2015,12:19:37,12-13
379,07-01-2015,12:25:37,12-13
380,07-01-2015,12:32:10,12-13
381,07-01-2015,12:33:06,12-13
382,07-01-2015,12:33:07,12-13
383,07-01-2015,12:43:59,12-13
384,07-01-2015,12:51:46,12-13
385,07-01-2015,12:54:19,12-13
386,07-01-2015,12:58:16,12-13
387,07-01-2015,13:03:14,13-14
388,07-01-2015,13:04:56,13-14
389,07-01-2015,13:10:17,13-14
390,07-01-2015,13:15:32,13-14
391,07-01-2015,13:25:31,13-14
392,07-01-2015,13:36:47,13-14
393,07-01-2015,13:48:31,13-14
394,07-01-2015,14:02:18,14-15
395,07-01-2015,14:11:08,14-15
396,07-01-2015,14:12:21,14-15
397,07-01-2015,14:31:10,14-15
398,07-01-2015,14:56:26,14-15
399,07-01-2015,15:47:49,15-16
400,07-01-2015,16:03:07,16-17
401,07-01-2015,16:08:35,16-17
402,07-01-2015,16:24:46,16-17
403,07-01-2015,16:26:10,16-17
404,07-01-2015,16:39:27,16-17
405,07-01-2015,16:44:16,16-17
406,07-01-2015,16:50:49,16-17
407,07-01-2015,16:56:42,16-17
408,07-01-2015,17:09:09,17-18
409,07-01-2015,17:15:04,17-18
410,07-01-2015,17:33:49,17-18
411,07-01-2015,17:58:09,17-18
412,07-01-2015,18:07:46,18-19
413,07-01-2015,18:11:32,18-19
414,07-01-2015,18:13:22,18-19
415,07-01-2015,18:16:23,18-19
416,07-01-2015,18:17:42,18-19
417,07-01-2015,18:24:40,18-19
418,07-01-2015,18:40:11,18-19
419,07-01-2015,19:02:31,19-20
420,07-01-2015,19:04:40,19-20
421,07-01-2015,19:21:58,19-20
422,07-01-2015,19:30:25,19-20
423,07-01-2015,19:45:07,19-20
424,07-01-2015,20:01:28,20-21
425,07-01-2015,20:21:19,20-21
426,07-01-2015,20:25:45,20-21
427,07-01-2015,21:49:00,21-22
428,07-01-2015,22:05:00,22-23
429,07-01-2015,22:16:53,22-23
430,07-01-2015,22:46:13,22-23
431,08-01-2015,11:17:13,11-12
432,08-01-2015,11:39:07,11-12
433,08-01-2015,11:49:50,11-12
434,08-01-2015,11:54:14,11-12
435,08-01-2015,12:06:09,12-13
436,08-01-2015,12:07:21,12-13
437,08-01-2015,12:07:54,12-13
438,08-01-2015,12:08:38,12-13
439,08-01-2015,12:13:08,12-13
440,08-01-2015,12:16:34,12-13
441,08-01-2015,12:16:58,12-13
442,08-01-2015,12:28:49,12-13
443,08-01-2015,12:34:20,12-13
444,08-01-2015,12:40:05,12-13
445,08-01-2015,12:57:39,12-13
446,08-01-2015,12:58:01,12-13
447,08-01-2015,13:02:00,13-14
448,08-01-2015,13:03:34,13-14
449,08-01-2015,13:04:15,13-14
450,08-01-2015,13:07:53,13-14
451,08-01-2015,13:19:06,13-14
452,08-01-2015,13:24:11,13-14
453,08-01-2015,13:27:14,13-14
454,08-01-2015,13:31:40,13-14
455,08-01-2015,13:39:14,13-14
456,08-01-2015,13:47:53,13-14
457,08-01-2015,13:59:04,13-14
458,08-01-2015,14:00:05,14-15
459,08-01-2015,14:14:02,14-15
460,08-01-2015,14:19:58,14-15
461,08-01-2015,14:21:19,14-15
462,08-01-2015,14:38:41,14-15
463,08-01-2015,14:40:28,14-15
464,08-01-2015,14:49:01,14-15
465,08-01-2015,14:55:23,14-15
466,08-01-2015,15:30:10,15-16
467,08-01-2015,15:33:13,15-16
468,08-01-2015,15:36:12,15-16
469,08-01-2015,15:37:18,15-16
470,08-01-2015,15:49:13,15-16
471,08-01-2015,16:20:26,16-17
472,08-01-2015,16:29:50,16-17
473,08-01-2015,16:41:27,16-17
474,08-01-2015,16:47:48,16-17
475,08-01-2015,17:15:17,17-18
476,08-01-2015,17:27:56,17-18
477,08-01-2015,17:30:04,17-18
478,08-01-2015,17:35:56,17-18
479,08-01-2015,17:37:03,17-18
480,08-01-2015,17:41:31,17-18
481,08-01-2015,17:41:37,17-18
482,08-01-2015,17:52:42,17-18
483,08-01-2015,17:54:05,17-18
484,08-01-2015,18:02:54,18-19
485,08-01-2015,18:07:31,18-19
486,08-01-2015,18:15:08,18-19
487,08-01-2015,18:30:16,18-19
488,08-01-2015,18:46:02,18-19
489,08-01-2015,18:48:43,18-19
490,08-01-2015,18:49:24,18-19
491,08-01-2015,19:01:12,19-20
492,08-01-2015,19:06:21,19-20
493,08-01-2015,19:31:47,19-20
494,08-01-2015,19:38:40,19-20
495,08-01-2015,19:42:52,19-20
496,08-01-2015,19:46:18,19-20
497,08-01-2015,19:49:26,19-20
498,08-01-2015,20:02:25,20-21
499,08-01-2015,21:10:46,21-22
500,08-01-2015,21:46:49,21-22
501,08-01-2015,21:51:31,21-22
502,08-01-2015,22:26:08,22-23
503,09-01-2015,11:16:21,11-12
504,09-01-2015,11:48:18,11-12
505,09-01-2015,11:55:10,11-12
506,09-01-2015,12:02:09,12-13
507,09-01-2015,12:06:03,12-13
508,09-01-2015,12:13:32,12-13
509,09-01-2015,12:13:58,12-13
510,09-01-2015,12:15:03,12-13
511,09-01-2015,12:18:21,12-13
512,09-01-2015,12:19:24,12-13
513,09-01-2015,12:22:48,12-13
514,09-01-2015,12:26:47,12-13
515,09-01-2015,13:07:37,13-14
516,09-01-2015,13:09:09,13-14
517,09-01-2015,13:09:11,13-14
518,09-01-2015,13:11:25,13-14
519,09-01-2015,13:15:20,13-14
520,09-01-2015,13:22:33,13-14
521,09-01-2015,13:43:07,13-14
522,09-01-2015,14:09:33,14-15
523,09-01-2015,14:42:14,14-15
524,09-01-2015,14:51:35,14-15
525,09-01-2015,15:08:46,15-16
526,09-01-2015,15:10:13,15-16
527,09-01-2015,15:23:37,15-16
528,09-01-2015,15:27:21,15-16
529,09-01-2015,15:31:01,15-16
530,09-01-2015,15:43:01,15-16
531,09-01-2015,15:58:10,15-16
532,09-01-2015,16:14:28,16-17
533,09-01-2015,16:28:43,16-17
534,09-01-2015,16:43:32,16-17
535,09-01-2015,17:08:47,17-18
536,09-01-2015,17:18:50,17-18
537,09-01-2015,17:23:52,17-18
538,09-01-2015,17:44:04,17-18
539,09-01-2015,17:51:34,17-18
540,09-01-2015,17:52:41,17-18
541,09-01-2015,18:07:47,18-19
542,09-01-2015,18:08:06,18-19
543,09-01-2015,18:23:59,18-19
544,09-01-2015,18:31:04,18-19
545,09-01-2015,18:46:28,18-19
546,09-01-2015,18:47:27,18-19
547,09-01-2015,18:49:23,18-19
548,09-01-2015,19:06:09,19-20
549,09-01-2015,19:06:34,19-20
550,09-01-2015,19:12:59,19-20
551,09-01-2015,19:26:24,19-20
552,09-01-2015,19:31:25,19-20
553,09-01-2015,20:14:47,20-21
554,09-01-2015,20:15:51,20-21
555,09-01-2015,20:18:25,20-21
556,09-01-2015,20:23:12,20-21
557,09-01-2015,20:30:06,20-21
558,09-01-2015,20:51:10,20-21
559,09-01-2015,21:10:16,21-22
560,09-01-2015,21:13:48,21-22
561,09-01-2015,21:47:56,21-22
562,09-01-2015,22:04:05,22-23
563,09-01-2015,22:19:03,22-23
564,09-01-2015,22:32:32,22-23
565,10-01-2015,12:11:19,12-13
566,10-01-2015,12:21:19,12-13
567,10-01-2015,12:27:47,12-13
568,10-01-2015,12:28:53,12-13
569,10-01-2015,12:37:10,12-13
570,10-01-2015,13:13:59,13-14
571,10-01-2015,13:14:47,13-14
572,10-01-2015,13:15:32,13-14
573,10-01-2015,13:39:33,13-14
574,10-01-2015,13:40:54,13-14
575,10-01-2015,13:41:04,13-14
576,10-01-2015,13:44:22,13-14
577,10-01-2015,13:45:00,13-14
578,10-01-2015,13:48:49,13-14
579,10-01-2015,13:51:19,13-14
580,10-01-2015,13:56:01,13-14
581,10-01-2015,14:13:01,14-15
582,10-01-2015,14:24:14,14-15
583,10-01-2015,14:33:19,14-15
584,10-01-2015,15:05:29,15-16
585,10-01-2015,15:58:42,15-16
586,10-01-2015,16:09:57,16-17
587,10-01-2015,16:32:36,16-17
588,10-01-2015,16:33:36,16-17
589,10-01-2015,17:12:39,17-18
590,10-01-2015,17:23:39,17-18
591,10-01-2015,17:32:54,17-18
592,10-01-2015,17:41:55,17-18
593,10-01-2015,17:48:57,17-18
594,10-01-2015,17:50:19,17-18
595,10-01-2015,18:12:28,18-19
596,10-01-2015,18:24:07,18-19
597,10-01-2015,18:32:36,18-19
598,10-01-2015,18:34:14,18-19
599,10-01-2015,18:34:27,18-19
600,10-01-2015,18:53:52,18-19
601,10-01-2015,18:58:19,18-19
602,10-01-2015,19:02:27,19-20
603,10-01-2015,19:03:11,19-20
604,10-01-2015,19:13:29,19-20
605,10-01-2015,19:23:51,19-20
606,10-01-2015,19:27:18,19-20
607,10-01-2015,19:36:16,19-20
608,10-01-2015,19:36:33,19-20
609,10-01-2015,19:39:32,19-20
610,10-01-2015,19:51:02,19-20
611,10-01-2015,19:58:10,19-20
612,10-01-2015,19:58:15,19-20
613,10-01-2015,20:10:44,20-21
614,10-01-2015,20:12:33,20-21
615,10-01-2015,20:14:03,20-21
616,10-01-2015,20:20:10,20-21
617,10-01-2015,20:27:26,20-21
618,10-01-2015,20:31:14,20-21
619,10-01-2015,20:41:58,20-21
620,10-01-2015,20:45:45,20-21
621,10-01-2015,20:49:29,20-21
622,10-01-2015,20:57:41,20-21
623,10-01-2015,21:21:21,21-22
624,10-01-2015,21:22:44,21-22
625,10-01-2015,21:50:23,21-22
626,10-01-2015,21:55:12,21-22
627,10-01-2015,22:18:35,22-23
628,10-01-2015,22:47:17,22-23
629,10-01-2015,22:48:39,22-23
630,11-01-2015,11:42:08,11-12
631,11-01-2015,11:44:36,11-12
632,11-01-2015,11:44:52,11-12
633,11-01-2015,11:51:45,11-12
634,11-01-2015,12:14:15,12-13
635,11-01-2015,12:18:31,12-13
636,11-01-2015,12:34:44,12-13
637,11-01-2015,12:44:10,12-13
638,11-01-2015,12:49:26,12-13
639,11-01-2015,13:23:21,13-14
640,11-01-2015,13:28:08,13-14
641,11-01-2015,13:37:46,13-14
642,11-01-2015,13:40:00,13-14
643,11-01-2015,13:43:19,13-14
644,11-01-2015,13:52:52,13-14
645,11-01-2015,14:03:45,14-15
646,11-01-2015,14:07:26,14-15
647,11-01-2015,14:07:35,14-15
648,11-01-2015,14:17:17,14-15
649,11-01-2015,14:29:23,14-15
650,11-01-2015,14:34:05,14-15
651,11-01-2015,14:49:35,14-15
652,11-01-2015,16:03:38,16-17
653,11-01-2015,16:18:23,16-17
654,11-01-2015,16:34:07,16-17
655,11-01-2015,16:43:33,16-17
656,11-01-2015,16:44:49,16-17
657,11-01-2015,16:45:47,16-17
658,11-01-2015,16:55:24,16-17
659,11-01-2015,16:56:39,16-17
660,11-01-2015,17:09:36,17-18
661,11-01-2015,17:18:14,17-18
662,11-01-2015,17:21:49,17-18
663,11-01-2015,17:29:14,17-18
664,11-01-2015,17:35:14,17-18
665,11-01-2015,17:42:23,17-18
666,11-01-2015,17:42:25,17-18
667,11-01-2015,18:13:08,18-19
668,11-01-2015,18:13:12,18-19
669,11-01-2015,18:40:44,18-19
670,11-01-2015,18:46:25,18-19
671,11-01-2015,19:18:42,19-20
672,11-01-2015,19:18:46,19-20
673,11-01-2015,19:28:13,19-20
674,11-01-2015,19:33:05,19-20
675,11-01-2015,19:33:19,19-20
676,11-01-2015,19:44:57,19-20
677,11-01-2015,19:51:09,19-20
678,11-01-2015,19:52:49,19-20
679,11-01-2015,20:31:02,20-21
680,11-01-2015,21:07:30,21-22
681,11-01-2015,21:29:50,21-22
682,12-01-2015,11:38:15,11-12
683,12-01-2015,11:39:08,11-12
684,12-01-2015,12:01:23,12-13
685,12-01-2015,12:11:46,12-13
686,12-01-2015,12:13:07,12-13
687,12-01-2015,12:21:09,12-13
688,12-01-2015,12:26:41,12-13
689,12-01-2015,12:33:22,12-13
690,12-01-2015,12:42:10,12-13
691,12-01-2015,12:45:53,12-13
692,12-01-2015,12:53:37,12-13
693,12-01-2015,13:04:24,13-14
694,12-01-2015,13:30:47,13-14
695,12-01-2015,13:33:06,13-14
696,12-01-2015,13:49:40,13-14
697,12-01-2015,13:58:56,13-14
698,12-01-2015,14:08:16,14-15
699,12-01-2015,14:27:03,14-15
700,12-01-2015,14:31:13,14-15
701,12-01-2015,14:33:39,14-15
702,12-01-2015,14:38:35,14-15
703,12-01-2015,15:08:01,15-16
704,12-01-2015,15:28:25,15-16
705,12-01-2015,15:31:00,15-16
706,12-01-2015,15:39:04,15-16
707,12-01-2015,15:41:32,15-16
708,12-01-2015,15:52:44,15-16
709,12-01-2015,15:53:56,15-16
710,12-01-2015,15:59:52,15-16
711,12-01-2015,16:21:10,16-17
712,12-01-2015,16:22:18,16-17
713,12-01-2015,16:31:56,16-17
714,12-01-2015,16:55:08,16-17
715,12-01-2015,17:05:33,17-18
716,12-01-2015,17:06:05,17-18
717,12-01-2015,17:24:44,17-18
718,12-01-2015,17:46:30,17-18
719,12-01-2015,17:52:27,17-18
720,12-01-2015,17:53:59,17-18
721,12-01-2015,18:17:15,18-19
722,12-01-2015,18:20:58,18-19
723,12-01-2015,18:21:04,18-19
724,12-01-2015,18:24:47,18-19
725,12-01-2015,18:33:14,18-19
726,12-01-2015,18:34:25,18-19
727,12-01-2015,18:44:57,18-19
728,12-01-2015,18:53:17,18-19
729,12-01-2015,19:20:41,19-20
730,12-01-2015,19:22:00,19-20
731,12-01-2015,19:27:47,19-20
732,12-01-2015,19:30:17,19-20
733,12-01-2015,19:57:36,19-20
734,12-01-2015,20:00:30,20-21
735,12-01-2015,20:35:34,20-21
